DOEID,REGIONC,TYPEHUQ,YEARMADERANGE,TOTSQFT_EN,WALLTYPE,ROOFTYPE,ADQINSUL,HHSEX,HHAGE,EMPLOYHH,MONEYPY,KWH,NWEIGHT
101522,SOUTH,3,1,3600,1,3,3,2,64,1,13,6022.11,1034.971397
101523,MIDWEST,3,5,990,3,5,2,1,66,1,11,5656.1,3777.410326
101524,NORTHEAST,2,9,680,2,5,1,2,43,4,7,2948.08,1655.726775
101525,WEST,2,7,1440,4,1,2,2,75,3,11,4354.87,10182.77066
101526,NORTHEAST,1,6,860,3,5,2,1,72,2,13,6230.22,1058.781437
101527,WEST,5,1,750,1,-2,2,1,33,1,16,3465.48,18193.58567
101528,SOUTH,2,5,1050,1,5,2,2,26,1,12,7463.22,6217.020404
101529,MIDWEST,5,4,900,1,-2,2,2,59,1,10,4481.63,11165.729
101530,MIDWEST,2,6,6030,1,5,1,1,57,4,16,11760.9,10164.54099
101531,WEST,2,9,3600,3,5,1,1,60,1,13,13051.05,1035.007467
101532,MIDWEST,1,6,1700,3,5,2,1,21,4,10,6759.91,6158.656969
101533,SOUTH,2,4,3000,1,5,2,1,78,3,10,20882.44,4095.532268
101534,WEST,2,8,3000,4,5,2,1,56,2,16,11990.84,7740.301222
101535,SOUTH,5,7,960,1,-2,2,1,31,1,11,4945.84,12391.71231
101536,NORTHEAST,2,6,2100,3,5,1,2,76,3,15,6702.95,5604.09305
101537,SOUTH,1,4,1750,3,3,2,2,68,3,5,6881.86,7287.867128
101538,SOUTH,5,2,440,4,-2,2,1,70,3,5,5905.46,7838.766168
101539,SOUTH,2,9,1400,1,5,2,1,82,3,5,9566.14,3429.207751
101540,WEST,2,1,1450,2,5,2,2,71,2,8,11508.24,5733.672014
101541,MIDWEST,2,4,1180,3,5,2,1,27,1,15,3833.85,7890.219471
101542,WEST,2,7,2050,4,6,2,2,47,1,16,12342.54,7341.749325
101543,SOUTH,2,6,2430,1,5,2,2,72,3,12,12934.12,5522.834159
101544,SOUTH,2,2,1920,3,5,1,1,67,3,8,14512.23,6111.064722
101545,SOUTH,2,1,920,2,5,4,1,59,1,5,7118.84,13421.90216
101546,NORTHEAST,5,3,400,6,-2,3,2,57,3,11,1938.88,7078.532058
101547,SOUTH,2,7,2800,3,5,1,1,54,2,14,14744.02,1860.605061
101548,SOUTH,2,7,1500,3,5,1,2,66,3,14,13516.6,3301.751165
101549,WEST,2,1,2500,3,5,2,1,43,4,15,13005.37,4752.239491
101550,MIDWEST,2,5,3000,3,5,1,2,58,1,15,13921.17,5369.855722
101551,SOUTH,2,2,1710,5,5,1,1,80,3,4,12290.66,9348.883182
101552,MIDWEST,2,4,1800,3,5,1,2,57,1,12,5256.41,3883.360345
101553,WEST,2,1,1440,2,5,3,1,43,2,15,4717.72,10415.55424
101554,SOUTH,2,3,2400,5,5,2,1,49,1,14,9039.23,2043.336401
101555,SOUTH,4,5,500,1,5,1,2,71,3,6,4175.67,4232.745236
101556,WEST,2,3,2200,4,5,2,1,57,1,13,11350.74,9437.856623
101557,SOUTH,2,4,1150,1,5,2,2,58,1,12,11226.13,10918.49076
101558,SOUTH,2,8,2380,1,5,2,1,70,3,16,10067.85,3605.041842
101559,WEST,2,1,1180,2,5,2,1,22,2,7,6405.61,6614.523175
101560,NORTHEAST,2,6,4050,3,5,1,2,64,1,16,7234.97,3219.381719
101561,SOUTH,2,6,4190,2,5,1,2,19,2,6,12071.01,11576.08939
101562,NORTHEAST,2,8,1650,2,5,1,2,77,3,8,6425.86,1655.726775
101563,WEST,3,4,1450,3,5,2,2,58,1,12,6666.37,5385.190318
101564,MIDWEST,3,7,1450,3,5,1,1,86,3,14,3366.64,2687.103256
101565,WEST,2,6,1750,2,5,1,2,55,1,12,10182.52,6047.338686
101566,SOUTH,5,4,1400,7,-2,4,1,86,3,12,11747.04,17122.2558
101567,SOUTH,2,7,4000,1,5,1,1,36,4,16,26311.41,5807.562731
101568,WEST,2,1,3750,3,3,2,1,64,1,12,9785.34,2533.319813
101569,SOUTH,2,7,1750,3,5,2,1,29,4,13,14529.58,7857.554385
101570,SOUTH,2,7,5330,5,5,2,2,57,1,16,31958.75,7027.65168
101571,SOUTH,2,4,2000,1,5,1,2,60,1,14,13299.79,6066.497057
101572,SOUTH,3,5,890,1,5,2,2,44,1,11,5584.8,5804.008636
101573,SOUTH,3,7,1200,1,5,1,1,54,4,13,15429.64,1722.911177
101574,SOUTH,1,7,2000,3,5,2,1,59,1,12,15627.86,6387.668012
101575,SOUTH,1,5,1000,3,5,1,1,55,2,1,12651.09,7324.360942
101576,NORTHEAST,5,1,1100,1,-2,2,2,61,3,8,1831.06,3841.740096
101577,MIDWEST,3,8,1450,3,5,2,2,38,1,11,4983.62,3078.974163
101578,MIDWEST,2,7,4550,3,3,1,1,74,3,14,22155.32,729.446498
101579,SOUTH,2,9,2300,1,5,1,1,76,3,14,5367.28,5108.216077
101580,MIDWEST,2,3,2690,1,5,2,1,38,4,14,6756.71,9821.370639
101581,NORTHEAST,2,6,3210,3,5,1,2,52,1,15,15043.47,7386.406253
101582,WEST,2,3,2200,1,5,2,1,74,3,7,6717.96,1830.503213
101583,NORTHEAST,1,5,1500,3,5,1,2,70,3,10,5146.11,6727.833604
101584,MIDWEST,3,4,2550,2,2,2,1,63,3,7,8989.66,2973.849799
101585,MIDWEST,2,1,2250,3,5,2,1,31,1,11,11617.56,6192.74267
101586,MIDWEST,2,2,2920,1,5,3,2,72,3,16,14669.29,11264.53193
101587,WEST,1,8,1030,3,5,1,1,59,1,9,3038.48,967.1284284
101588,SOUTH,4,7,480,7,5,1,2,55,4,2,7644.93,5474.652199
101589,SOUTH,2,3,4200,1,5,3,1,62,3,12,14221.39,9473.203672
101590,MIDWEST,2,3,2200,1,5,1,1,56,1,15,7351.06,5912.078462
101591,SOUTH,2,5,1800,2,5,2,2,70,2,9,13532.43,4037.118104
101592,MIDWEST,2,4,2100,2,5,3,2,34,1,5,10341.57,8338.702056
101593,NORTHEAST,4,1,1050,5,5,2,1,25,1,13,4621.84,13460.92789
101594,MIDWEST,2,1,1350,3,5,2,2,53,1,13,4025.11,15093.41815
101595,WEST,2,2,1230,4,5,3,1,43,1,15,8032.62,9482.60247
101596,SOUTH,2,8,3500,1,5,2,1,59,3,16,24168.66,7375.367534
101597,SOUTH,2,1,1180,3,5,4,1,33,4,3,27034.61,3218.76471
101598,NORTHEAST,1,6,1570,3,5,2,1,64,3,7,6257.15,6435.527733
101599,WEST,2,3,1500,4,5,2,2,71,3,14,4584.94,11932.08301
101600,SOUTH,2,6,4050,2,5,1,2,74,3,13,25296.9,3307.033384
101601,WEST,1,5,1700,3,3,2,1,65,1,14,5139.28,852.1850774
101602,WEST,2,7,2250,4,1,2,1,59,1,16,4569.5,8109.768665
101603,MIDWEST,2,1,2100,2,5,2,2,28,1,13,13585.63,4540.707693
101604,WEST,3,1,1100,2,99,3,2,67,3,14,4038,7588.37732
101605,WEST,2,7,510,2,5,1,1,61,1,10,4887.98,754.1355499
101606,SOUTH,2,4,840,3,3,2,1,29,1,10,13689.29,4550.732671
101607,MIDWEST,2,3,2500,3,5,2,1,90,3,9,7741.4,3769.919581
101608,MIDWEST,3,7,2000,3,5,1,2,53,1,16,5647.18,5424.096413
101609,MIDWEST,2,6,1690,3,5,1,1,77,1,12,5277.48,6625.383534
101610,WEST,4,2,1730,4,1,2,1,64,1,13,7638.59,15672.59944
101611,SOUTH,2,6,1800,3,5,2,1,62,1,14,14815.46,2488.183647
101612,SOUTH,2,8,3800,1,5,1,2,90,1,16,37409.85,8413.481619
101613,WEST,2,5,2200,2,5,3,1,84,3,15,15628.68,1775.089729
101614,WEST,5,5,720,4,-2,2,1,50,4,8,5409.4,17255.86333
101615,MIDWEST,2,9,4850,3,5,1,1,36,1,16,24335.08,1546.172345
101616,MIDWEST,5,6,850,3,-2,2,1,68,3,4,6606.57,1453.751321
101617,NORTHEAST,5,5,650,1,-2,2,1,74,4,2,1348.66,2810.033448
101618,WEST,2,3,3260,3,5,2,1,38,1,15,12853.33,889.0020878
101619,NORTHEAST,2,1,3600,3,5,3,2,63,3,15,13744.42,6220.402011
101620,SOUTH,5,3,500,4,-2,3,2,47,1,9,2300.88,19497.95659
101621,WEST,2,7,2000,7,6,2,1,30,4,7,10814.75,8882.336737
101622,MIDWEST,4,9,1200,1,99,2,2,62,4,3,8896.46,16167.96386
101623,MIDWEST,2,7,3450,3,5,2,2,72,3,10,5481.02,7473.326172
101624,NORTHEAST,5,6,740,1,-2,1,1,30,1,15,7191.73,10911.76855
101625,SOUTH,2,6,2330,3,5,2,1,29,1,12,14669.67,13642.31899
101626,SOUTH,3,5,1500,3,4,2,2,57,1,14,12662.01,4102.378636
101627,WEST,2,4,550,2,5,2,2,39,1,11,4600.87,1636.276472
101628,SOUTH,2,4,2200,1,5,1,1,90,3,13,10304.3,5787.938872
101629,NORTHEAST,2,4,2500,3,5,2,1,65,3,14,5636.72,3543.725635
101630,SOUTH,2,1,3150,3,5,2,1,67,2,9,3875.71,1215.976967
101631,NORTHEAST,2,1,2780,2,5,1,2,51,1,15,9469.14,7137.733469
101632,NORTHEAST,3,3,2150,4,5,2,2,29,1,15,9579.76,5571.276185
101633,MIDWEST,2,4,2600,7,5,2,1,90,3,9,9127.26,7439.484929
101634,SOUTH,2,3,3040,1,5,1,2,73,1,14,24474.05,10408.4246
101635,SOUTH,1,7,1200,3,5,3,1,46,4,10,8251.25,6513.850946
101636,WEST,1,5,1250,2,2,2,2,66,2,7,12456.33,6602.818483
101637,WEST,2,2,1350,4,5,1,2,73,3,14,9937.95,15089.43411
101638,WEST,2,1,1100,4,5,3,1,74,3,6,4078.91,10384.88316
101639,MIDWEST,2,4,3150,3,5,1,2,68,3,13,7938.97,5868.974013
101640,SOUTH,2,7,1580,1,5,2,2,28,1,11,4236.35,7819.90294
101641,SOUTH,5,6,1750,1,-2,2,2,79,3,2,3936.81,7305.569499
101642,SOUTH,2,6,1880,3,5,2,2,53,4,13,26455.36,3885.252397
101643,MIDWEST,2,2,2270,3,5,2,1,35,1,15,21761.48,829.8200911
101644,WEST,5,1,460,5,-2,2,1,50,4,3,4528.76,14952.59542
101645,MIDWEST,2,7,2850,3,5,2,1,42,1,16,19267.38,732.1148369
101646,MIDWEST,2,5,2200,1,5,2,1,35,1,16,10373.59,3483.831045
101647,NORTHEAST,2,1,3100,3,5,1,2,50,1,16,8558.69,4617.09933
101648,NORTHEAST,2,4,2000,3,5,1,2,33,1,15,7228.66,3428.713374
101649,MIDWEST,3,5,2680,3,5,1,1,30,1,11,3558.94,4678.561958
101650,MIDWEST,2,6,3900,3,5,2,2,60,1,14,12723.42,6596.730822
101651,SOUTH,2,6,1640,3,5,2,1,45,1,16,7412.38,5779.203843
101652,NORTHEAST,2,1,1360,3,5,2,1,30,1,15,7810.58,3375.503337
101653,MIDWEST,5,8,780,3,-2,2,1,67,2,9,4377.09,7176.512955
101654,NORTHEAST,2,7,3450,3,3,2,1,37,1,15,8883.89,7846.213311
101655,NORTHEAST,4,2,950,1,2,2,2,46,1,11,5933.96,12958.33942
101656,WEST,2,2,1250,4,5,2,2,64,2,12,6244.95,11423.26454
101657,NORTHEAST,1,5,1340,3,5,2,1,62,1,12,17781.52,7635.333425
101658,MIDWEST,2,3,1960,3,3,2,1,33,1,9,21314.13,8509.865457
101659,WEST,5,8,650,5,-2,1,1,63,3,15,10692.96,5939.88835
101660,NORTHEAST,2,1,4280,2,5,1,2,70,2,14,17487.13,2546.719898
101661,NORTHEAST,2,7,3210,3,5,1,2,49,1,16,9257.41,6454.158538
101662,NORTHEAST,2,2,2600,3,5,2,2,73,3,16,10524.06,6277.943969
101663,MIDWEST,2,6,4000,3,5,1,1,50,1,16,15768.01,8451.678383
101664,MIDWEST,2,3,2100,3,5,3,1,32,1,15,7817.58,947.4545635
101665,SOUTH,2,3,1200,6,5,2,2,79,3,14,21029.25,5101.564636
101666,MIDWEST,2,7,2500,3,5,2,2,69,3,12,10348.85,4229.746644
101667,WEST,1,5,1200,2,3,2,2,64,1,12,5318.28,875.9252369
101668,MIDWEST,2,6,1700,3,5,1,2,32,1,15,22873.5,6758.587231
101669,MIDWEST,2,6,2090,3,5,2,1,48,2,15,15557.17,6742.297072
101670,NORTHEAST,2,3,3030,1,5,1,1,25,1,16,6932.08,5745.25887
101671,SOUTH,5,4,1000,4,-2,2,2,54,1,14,8750.83,13069.53795
101672,SOUTH,3,2,1540,1,5,2,1,58,2,11,3130.57,5506.504981
101673,NORTHEAST,4,6,860,1,5,2,2,64,2,9,7756.98,13251.45463
101674,MIDWEST,3,7,1500,3,5,2,1,58,2,14,6832.48,3444.188914
101675,WEST,5,3,610,4,-2,2,1,42,1,3,1551.45,16363.28443
101676,MIDWEST,3,9,2800,2,2,1,2,32,1,2,6405.47,2785.804126
101677,NORTHEAST,2,4,980,3,5,2,2,76,3,12,4388.21,2305.233861
101678,MIDWEST,2,1,1790,3,5,3,1,49,1,15,21102.08,20366.11539
101679,WEST,2,4,2000,1,5,2,2,89,3,12,5584.56,6059.054889
101680,WEST,4,5,1200,4,5,2,1,56,1,12,5060.57,18318.08777
101681,SOUTH,2,6,2200,3,5,1,1,38,1,13,28009.98,5363.60963
101682,NORTHEAST,4,8,750,3,5,1,1,67,3,11,5246.65,7923.104944
101683,SOUTH,2,7,2750,1,5,1,2,72,3,15,20632.35,8355.989736
101684,MIDWEST,4,1,670,3,3,3,1,44,4,1,6400.49,9065.949486
101685,SOUTH,1,6,1290,2,3,2,1,38,2,4,16057.17,9548.227257
101686,SOUTH,2,1,750,2,5,3,1,68,3,6,18792.02,11278.67853
101687,NORTHEAST,2,1,3100,3,5,1,2,48,1,15,9190.88,7599.018038
101688,MIDWEST,5,6,900,3,-2,2,1,57,2,6,2604.47,1483.256329
101689,NORTHEAST,4,4,750,3,5,2,2,28,1,13,5615.55,12344.38001
101690,SOUTH,5,1,650,1,-2,1,2,29,1,15,3463.99,1724.950905
101691,SOUTH,3,3,1900,1,5,2,2,63,1,12,2938.84,1445.911303
101692,WEST,2,5,2900,3,5,2,2,41,1,16,14889.48,4572.830614
101693,MIDWEST,2,2,1920,3,5,1,1,61,1,12,9058.63,12750.05424
101694,MIDWEST,3,9,1520,3,5,1,1,63,3,14,7219.18,1032.903295
101695,WEST,2,5,3200,2,1,2,2,49,1,11,16928.56,5978.902613
101696,MIDWEST,3,7,800,3,5,2,2,30,1,14,7412.54,639.2801698
101697,NORTHEAST,2,4,4000,2,5,1,1,51,4,16,11995.5,3130.033612
101698,MIDWEST,5,7,1100,3,-2,4,1,90,3,8,2819.05,6409.442696
101699,SOUTH,2,8,3200,1,5,1,2,27,1,16,12887.96,4696.911448
101700,WEST,5,1,500,2,-2,1,1,31,4,12,1480.54,7178.4531
101701,SOUTH,2,7,2240,1,5,1,2,54,1,11,14664.1,3595.250437
101702,SOUTH,1,6,1680,3,5,3,1,30,1,1,16664.97,15890.82744
101703,SOUTH,4,3,650,1,5,1,1,33,2,3,7185.97,1759.367989
101704,SOUTH,2,2,2080,1,5,2,2,56,1,15,13443.29,4515.691138
101705,NORTHEAST,5,4,1100,1,-2,4,1,73,3,14,7209.86,10556.54484
101706,MIDWEST,2,7,1600,3,5,2,1,37,4,14,7181.31,4429.855397
101707,SOUTH,2,4,1930,3,3,1,2,80,3,9,8661.48,7913.659873
101708,MIDWEST,3,6,1450,3,5,2,1,60,1,14,12504.91,6922.479085
101709,WEST,5,5,550,7,-2,3,2,24,1,13,5123.19,2245.408836
101710,MIDWEST,2,1,1100,1,5,3,1,45,4,1,6151.02,8803.29601
101711,MIDWEST,2,2,2590,3,5,2,1,79,3,12,9135.92,3724.727626
101712,SOUTH,2,8,5490,3,5,1,1,36,4,15,9094.64,5437.17199
101713,WEST,2,7,1800,3,2,3,1,38,1,15,12158.04,745.3204521
101714,MIDWEST,2,1,2400,3,5,1,2,67,3,16,17755.32,4535.869562
101715,MIDWEST,2,5,1680,1,5,2,2,66,3,15,11804.62,12567.23577
101716,SOUTH,2,3,2100,1,5,3,2,69,3,14,9568.18,12545.49469
101717,WEST,3,4,1450,4,5,2,2,25,1,10,8809.42,1332.524277
101718,SOUTH,2,2,1500,1,2,2,2,87,3,13,6121.04,6996.006964
101719,SOUTH,2,2,1600,1,5,3,2,39,1,15,11217.8,6336.248656
101720,NORTHEAST,2,5,2300,3,5,1,1,62,3,15,17236.1,4704.847147
101721,WEST,2,5,1700,2,5,1,2,70,3,16,6907.6,5095.79787
101722,MIDWEST,2,2,3380,2,5,2,2,87,3,9,7553.98,4467.053293
101723,NORTHEAST,5,4,750,1,-2,2,1,22,2,7,7028.2,8410.431808
101724,SOUTH,2,6,3100,1,5,1,1,55,1,11,20563.61,4081.877465
101725,WEST,2,2,1300,3,5,2,1,36,1,15,8254.56,1487.834875
101726,NORTHEAST,2,7,2470,3,5,2,2,49,1,14,11480.12,5577.230461
101727,SOUTH,2,8,1500,1,2,2,1,73,3,16,14262.94,2785.711308
101728,NORTHEAST,4,1,1850,3,5,2,2,65,1,9,10222.85,14145.11911
101729,SOUTH,2,3,980,1,5,2,1,70,3,4,12235.13,11239.63172
101730,NORTHEAST,2,6,3200,2,5,2,1,73,3,14,7466.38,8482.25599
101731,SOUTH,2,7,7400,6,5,1,2,48,1,16,24555.79,6063.171725
101732,NORTHEAST,4,1,420,1,1,3,2,22,1,7,5026.93,13269.7784
101733,SOUTH,2,3,2910,1,5,2,1,38,1,16,11170.58,1994.415285
101734,WEST,3,1,900,4,2,2,1,41,1,6,6035.69,8767.547558
101735,MIDWEST,2,7,2670,1,5,2,1,40,1,16,11553.74,5100.21719
101736,NORTHEAST,2,5,2400,3,5,1,1,68,3,13,17892.18,6106.132601
101737,NORTHEAST,2,4,3150,1,3,1,2,78,3,15,12959.8,6903.837872
101738,MIDWEST,2,4,2100,3,5,2,1,31,1,14,11465.78,5883.073283
101739,NORTHEAST,2,1,1120,4,5,2,2,84,3,11,6251.13,2806.916735
101740,WEST,2,5,1200,2,5,2,2,63,1,14,7503.14,1475.84679
101741,MIDWEST,2,5,1710,3,5,1,2,62,1,14,8620.11,3425.846221
101742,SOUTH,5,5,840,2,-2,2,1,31,2,9,5261.77,11952.17822
101743,NORTHEAST,2,2,670,3,4,1,2,67,3,12,3040.24,6765.447821
101744,MIDWEST,2,5,2660,3,5,1,2,76,3,14,12871.7,11458.35058
101745,MIDWEST,2,1,660,2,5,1,2,54,1,12,7094.48,8546.317213
101746,SOUTH,2,6,2990,3,5,1,1,77,3,7,7908.1,4344.701762
101747,NORTHEAST,2,5,1400,3,2,1,1,63,1,14,4738.82,5801.011535
101748,WEST,2,2,1500,4,5,3,2,51,1,15,5539.07,8663.899082
101749,MIDWEST,2,2,900,3,5,2,2,42,4,2,19665.5,6144.558167
101750,WEST,3,1,570,4,5,2,1,38,1,15,2590.56,6568.200211
101751,NORTHEAST,2,1,1600,2,5,3,2,71,1,10,5177.86,7615.933548
101752,WEST,2,2,1950,4,5,1,2,48,1,15,17459.78,13974.17757
101753,WEST,2,4,2300,2,6,2,2,55,1,16,5732.11,4606.414219
101754,WEST,2,2,1000,2,3,4,1,68,3,14,4765.64,1592.870593
101755,SOUTH,2,1,800,2,5,2,1,36,2,6,28270.22,6205.41773
101756,SOUTH,2,6,2290,1,5,2,1,68,3,7,21873.14,3786.081361
101757,SOUTH,2,4,2600,7,5,2,2,54,1,14,17741.08,12720.94555
101758,WEST,2,9,1700,4,6,1,1,39,1,16,12026.13,9813.313314
101759,MIDWEST,2,1,1500,3,5,2,1,57,2,14,6615.14,11910.18726
101760,MIDWEST,2,8,5300,3,5,1,2,55,1,16,14626.71,8574.978462
101761,SOUTH,2,8,3550,3,5,3,1,41,1,15,18210.61,5544.552903
101762,NORTHEAST,5,1,620,1,-2,2,2,60,4,13,1839.58,12927.00455
101763,WEST,5,4,900,3,-2,1,1,23,1,11,3258.11,1052.301329
101764,MIDWEST,3,1,1430,3,5,3,2,50,1,12,3443.62,4831.870559
101765,WEST,5,4,690,4,-2,2,1,51,1,13,2110.47,16958.11345
101766,NORTHEAST,2,1,2250,3,5,2,2,56,1,16,12572.81,6716.671968
101767,WEST,2,7,1850,3,5,2,1,39,1,16,14236.26,1416.632975
101768,MIDWEST,2,4,3150,3,5,1,1,87,3,14,12991.19,7122.754408
101769,SOUTH,2,2,400,3,5,3,2,49,1,11,7168.85,7109.288009
101770,SOUTH,3,4,600,1,5,2,1,76,4,3,12616.15,4043.150622
101771,WEST,2,6,1000,1,5,1,1,65,3,10,8609.16,3155.011897
101772,WEST,4,5,900,2,5,2,2,42,1,12,11734.81,11689.12625
101773,WEST,5,6,700,5,-2,3,2,33,1,14,8726.73,13762.34287
101774,NORTHEAST,2,3,2130,2,5,2,2,33,1,13,13851.44,4135.578593
101775,SOUTH,3,7,3340,2,5,3,1,49,1,11,6400.91,6665.655794
101776,NORTHEAST,2,2,3000,3,5,2,2,68,1,12,5649.3,4048.690955
101777,WEST,2,4,1290,2,5,2,1,72,3,13,18995.96,7941.045138
101778,MIDWEST,2,5,1100,3,5,1,2,59,1,15,8098.75,4443.59775
101779,SOUTH,2,2,2000,3,5,2,2,78,3,13,11821.67,4918.174831
101780,SOUTH,4,4,650,3,3,1,2,53,3,10,14760.07,9478.281703
101781,SOUTH,2,1,6250,1,4,3,2,36,1,16,11535.44,6555.353274
101782,NORTHEAST,2,2,880,3,5,2,1,37,1,12,11300.94,2713.30254
101783,SOUTH,2,3,1400,1,5,2,1,81,3,7,9836.5,10372.78515
101784,WEST,2,7,1600,2,5,2,1,29,2,14,9315.99,5550.984061
101785,SOUTH,2,2,1000,1,3,2,1,83,4,4,8293.91,12102.36039
101786,NORTHEAST,2,3,2130,3,5,2,1,43,1,15,13035.96,6998.906666
101787,NORTHEAST,2,3,1150,2,5,1,2,84,3,14,5562.97,2187.537627
101788,MIDWEST,2,3,3080,3,5,2,1,55,1,15,8898.7,7536.388811
101789,WEST,2,6,1900,4,1,2,1,62,3,14,11441.83,6789.869459
101790,WEST,2,5,2200,2,3,2,1,71,3,11,15644.95,876.8665477
101791,WEST,5,5,2000,3,-2,1,2,69,3,9,6224.86,8029.347144
101792,MIDWEST,1,6,1100,3,3,2,1,77,3,7,13152.43,12781.31119
101793,NORTHEAST,2,1,800,2,5,3,1,50,3,13,11516.37,3778.852496
101794,SOUTH,2,7,940,1,5,1,2,85,3,11,8634.47,4008.966177
101795,SOUTH,5,1,460,1,-2,2,2,31,1,16,5326.05,1658.603965
101796,SOUTH,1,5,700,3,3,2,2,66,3,7,9271.18,13919.25801
101797,WEST,1,4,800,3,3,3,1,74,3,5,3404.73,13168.05565
101798,NORTHEAST,2,4,2300,2,5,2,2,68,2,16,23052.86,5184.084812
101799,NORTHEAST,2,1,1350,2,3,2,2,48,4,13,8635.47,1061.224197
101800,MIDWEST,4,1,600,1,5,2,1,82,3,5,5418.92,21405.05537
101801,NORTHEAST,2,1,2680,2,3,1,2,64,1,12,7094.8,3618.04143
101802,SOUTH,2,7,2500,1,5,2,2,51,1,11,8130.88,8372.516208
101803,WEST,2,6,4200,4,5,1,1,36,1,16,11578.48,5909.406336
101804,WEST,2,3,2220,4,99,4,1,59,1,14,9317.19,1461.015681
101805,SOUTH,5,7,960,2,-2,2,1,29,1,10,13853.5,5359.471802
101806,NORTHEAST,2,1,2550,2,5,4,2,62,1,14,3910.06,7331.804142
101807,WEST,2,6,2750,3,5,2,2,70,3,15,10751.26,2284.331527
101808,WEST,2,1,1950,5,3,2,1,62,1,15,14529.8,828.7012258
101809,WEST,5,4,550,7,-2,2,2,90,3,14,4608.99,1909.19765
101810,MIDWEST,5,7,890,3,-2,2,2,60,4,12,10116.59,6286.968535
101811,MIDWEST,2,1,3870,4,5,1,2,58,1,16,5491.03,7368.282445
101812,WEST,2,4,3800,1,5,2,1,46,1,16,26314.98,1063.497317
101813,NORTHEAST,5,2,1200,1,-2,2,1,62,1,6,15590.71,11632.90992
101814,MIDWEST,2,4,2600,1,5,2,1,79,3,8,21223.37,12536.27874
101815,MIDWEST,2,6,3750,3,5,1,1,63,3,15,8203.29,9345.943441
101816,NORTHEAST,5,1,700,1,-2,3,1,51,1,13,4282.12,3312.339112
101817,MIDWEST,2,6,4000,2,5,1,1,63,1,16,24331.43,12594.98388
101818,NORTHEAST,3,7,1700,3,5,2,1,79,3,8,7573.28,6034.064653
101819,WEST,2,5,3010,1,1,2,2,45,1,16,11299.59,4324.734826
101820,SOUTH,1,6,1300,3,3,2,2,55,3,10,17449.72,12264.06424
101821,SOUTH,2,4,3160,1,5,2,2,82,3,15,14743.6,6838.498988
101822,SOUTH,2,6,2810,1,5,1,2,72,3,10,12668.31,5252.543782
101823,NORTHEAST,2,8,4250,3,5,1,2,53,1,16,11678.89,4124.096439
101824,SOUTH,2,6,1560,3,5,1,2,29,1,13,8737.66,4081.877465
101825,WEST,2,1,1200,5,4,2,1,28,1,8,5682.51,1201.496592
101826,SOUTH,5,7,850,3,-2,1,2,25,1,15,7996.16,10552.01015
101827,NORTHEAST,3,7,2480,3,5,2,1,72,3,15,6494.67,1578.079548
101828,SOUTH,2,6,1920,3,5,2,1,57,1,15,20442.07,6006.930741
101829,SOUTH,2,7,2110,3,5,2,2,36,1,16,20292.13,11008.86336
101830,SOUTH,2,7,3100,3,5,2,2,33,1,13,8345.03,6536.683522
101831,NORTHEAST,2,1,5200,3,5,2,1,75,3,14,10207.14,7902.036714
101832,WEST,3,6,1730,3,5,3,1,39,4,3,6363.42,2588.773704
101833,SOUTH,3,6,1290,1,5,2,2,37,1,14,12464.31,4812.784429
101834,SOUTH,2,1,1800,1,5,3,2,69,3,13,10985.72,4539.58444
101835,SOUTH,2,4,1730,1,5,2,1,39,1,13,29058.88,10460.6138
101836,NORTHEAST,4,3,550,1,1,3,2,52,4,3,8156.5,12631.54422
101837,MIDWEST,2,2,1200,2,5,3,1,41,2,8,3896.18,1665.2686
101838,SOUTH,1,7,700,3,5,1,1,63,3,9,10871.52,6928.420866
101839,SOUTH,2,1,5430,1,5,2,2,73,3,16,20399.5,1359.152706
101840,NORTHEAST,5,7,680,99,-2,3,2,31,1,16,4957.79,9690.437668
101841,SOUTH,2,7,2330,3,5,2,1,37,1,15,11482.94,7532.809123
101842,WEST,5,5,1000,2,-2,1,1,60,1,12,1669.73,13589.13796
101843,SOUTH,2,9,3600,3,5,1,1,66,3,13,9239.75,1973.418855
101844,NORTHEAST,4,4,800,3,5,1,1,32,1,15,10654.99,8151.750331
101845,SOUTH,2,4,1390,1,5,2,2,42,1,14,8236.34,7507.669962
101846,SOUTH,2,8,3900,3,5,1,2,47,2,13,13622.9,5669.436572
101847,WEST,3,3,1730,4,5,2,1,54,1,15,7595.21,6026.382559
101848,SOUTH,1,7,1500,3,5,3,1,51,1,15,12452.87,7904.46719
101849,NORTHEAST,3,8,2500,3,5,1,2,76,3,11,5858.91,3110.55776
101850,NORTHEAST,5,8,1250,1,-2,2,2,68,3,15,4760,7331.268377
101851,NORTHEAST,4,5,1200,1,5,2,2,34,2,13,7250.47,10968.82928
101852,SOUTH,5,9,1100,3,-2,2,2,32,1,12,9526.53,8954.540726
101853,WEST,2,7,2320,4,6,1,2,71,3,12,10840.51,4764.415183
101854,SOUTH,2,4,1250,1,5,2,2,70,3,14,17238.25,4026.228898
101855,NORTHEAST,2,6,1800,3,5,1,2,63,3,13,1790.06,7386.406253
101856,MIDWEST,2,2,2180,3,5,2,1,72,3,8,5315.79,6148.703221
101857,WEST,3,7,1350,3,5,2,1,32,1,12,4727.49,2750.431159
101858,MIDWEST,2,2,970,7,5,2,1,60,1,15,11173.44,8704.594387
101859,MIDWEST,2,6,2400,3,5,2,1,59,1,16,5158.39,3613.040796
